,Title,Price,Date
22862,P66445445,66445445,2531-05-03
22863,P27060908,27060908,1160-04-26
22864,P91843983,91843983,2838-05-01
22865,P31716697,31716697,3347-01-26
22866,P18237543,18237543,3203-11-13
22867,P93495450,93495450,1276-05-26
22868,P8923527,8923527,3436-06-14
22869,P84566466,84566466,3953-12-17
22870,P23186715,23186715,1825-09-30
22871,P1499817,1499817,3179-04-21
22872,P73430063,73430063,1131-01-13
22873,P56130253,56130253,2575-01-31
22874,P40350787,40350787,1416-10-14
22875,P25861022,25861022,3622-04-24
22876,P28518814,28518814,3591-03-03
22877,P81055921,81055921,2450-11-01
22878,P51884834,51884834,2339-09-30
22879,P98554471,98554471,2519-02-21
22880,P80521845,80521845,3902-01-15
22881,P16303928,16303928,2568-11-25
22882,P34812245,34812245,2736-07-07
22883,P89469840,89469840,2654-09-03
22884,P14733345,14733345,2609-03-02
22885,P20741194,20741194,2914-04-24
22886,P82965872,82965872,2843-06-12
22887,P53770654,53770654,1904-01-30
22888,P66475818,66475818,3531-02-14
22889,P79547346,79547346,1712-10-02
22890,P82574511,82574511,1500-04-09
22891,P91759934,91759934,3060-04-20
22892,P82697475,82697475,2611-12-04
22893,P14026908,14026908,1676-06-05
22894,P36682345,36682345,2634-03-07
22895,P80921688,80921688,1956-04-06
22896,P57777332,57777332,3516-09-09
22897,P12858977,12858977,2108-02-23
22898,P56628333,56628333,2782-08-11
22899,P68112570,68112570,1471-10-04
22900,P27686141,27686141,2578-06-11
22901,P45501964,45501964,2106-11-09
22902,P9397408,9397408,3102-11-17
22903,P57536582,57536582,2997-05-29
22904,P73436334,73436334,1848-07-24
22905,P5607856,5607856,3263-12-26
22906,P78929757,78929757,1444-11-30
22907,P12064654,12064654,1065-03-27
22908,P1314777,1314777,1685-01-23
22909,P80349655,80349655,3396-01-09
22910,P98791473,98791473,3362-09-19
22911,P50659626,50659626,3055-11-18
22912,P75869297,75869297,3850-12-05
22913,P39294983,39294983,1052-09-11
22914,P11793457,11793457,3573-11-01
22915,P35225361,35225361,1702-07-25
22916,P19845288,19845288,1172-12-15
22917,P46074963,46074963,1635-07-24
22918,P28653021,28653021,1012-02-04
22919,P50287473,50287473,3084-08-25
22920,P54126411,54126411,3072-03-12
22921,P43490319,43490319,2952-11-14
22922,P60887579,60887579,3526-07-14
22923,P90823145,90823145,1549-05-21
22924,P78407600,78407600,2755-05-04
22925,P6420467,6420467,3372-01-18
22926,P73115159,73115159,3054-07-20
22927,P74205105,74205105,2570-06-16
22928,P44383026,44383026,2767-05-24
22929,P90077310,90077310,2324-09-25
22930,P67094483,67094483,2616-01-28
22931,P13006495,13006495,1902-10-12
22932,P8725920,8725920,1860-07-11
22933,P11281875,11281875,2274-07-21
22934,P90672634,90672634,3553-01-19
22935,P25693597,25693597,3196-08-02
22936,P15986974,15986974,2390-11-18
22937,P93299676,93299676,1520-09-15
22938,P70428187,70428187,1412-10-09
22939,P57134021,57134021,2274-07-09
22940,P81361349,81361349,3817-11-21
22941,P86439446,86439446,2247-11-29
22942,P16587675,16587675,3158-12-27
22943,P23267508,23267508,1028-07-19
22944,P79648863,79648863,2219-03-12
22945,P43089037,43089037,1724-01-18
22946,P97228903,97228903,1840-01-16
22947,P86886526,86886526,3045-05-21
22948,P64972884,64972884,3123-07-13
22949,P9252526,9252526,2356-08-24
22950,P31347438,31347438,2932-03-05
22951,P30812762,30812762,2074-02-08
22952,P29900089,29900089,1374-11-10
22953,P43363691,43363691,3007-05-06
22954,P42770555,42770555,1955-02-25
22955,P62973717,62973717,1224-06-16
22956,P74746900,74746900,3990-07-17
22957,P63597299,63597299,3887-10-10
22958,P90344970,90344970,1269-01-18
22959,P94306430,94306430,1028-09-30
22960,P14695533,14695533,1440-05-04
22961,P41123498,41123498,2389-07-29
22962,P55107656,55107656,1243-07-07
22963,P90743110,90743110,3883-09-01
22964,P33944295,33944295,3621-10-30
22965,P30102228,30102228,2287-10-02
22966,P16297961,16297961,1182-06-19
22967,P11097520,11097520,2216-12-13
22968,P28639311,28639311,3350-12-17
22969,P80461578,80461578,3768-06-09
22970,P13235644,13235644,2171-12-13
22971,P41398487,41398487,3750-02-20
22972,P25905065,25905065,3892-02-17
22973,P57256869,57256869,2210-10-15
22974,P36502715,36502715,2425-02-27
22975,P97614548,97614548,3014-07-22
22976,P90040659,90040659,1970-02-21
22977,P80748102,80748102,1003-04-09
22978,P82629396,82629396,1741-11-19
22979,P11105560,11105560,3497-06-07
22980,P18550510,18550510,2156-03-06
22981,P55672648,55672648,2643-07-01
22982,P43340955,43340955,3918-08-26
22983,P8265027,8265027,2599-11-18
22984,P26658319,26658319,2279-07-12
22985,P15152806,15152806,1004-02-27
22986,P46303160,46303160,1778-02-17
22987,P16400167,16400167,2479-05-10
22988,P95788443,95788443,2919-07-07
22989,P90035565,90035565,2805-12-18
22990,P75573028,75573028,2719-05-13
22991,P10324927,10324927,3923-01-29
22992,P85896082,85896082,2816-01-28
22993,P32806641,32806641,2174-11-01
22994,P69579087,69579087,2319-01-04
22995,P63012067,63012067,1501-03-23
22996,P53857283,53857283,1388-12-02
22997,P76117622,76117622,3778-06-19
22998,P5124286,5124286,1899-11-17
22999,P17890087,17890087,3669-10-06
23000,P65747564,65747564,3869-11-26
23001,P31267792,31267792,2956-08-18
23002,P17831123,17831123,1008-04-11
23003,P72423439,72423439,1518-01-10
23004,P94237440,94237440,3034-06-04
23005,P88661611,88661611,1945-07-20
23006,P24601441,24601441,1064-04-05
23007,P114393,114393,3943-03-07
23008,P52660640,52660640,3731-11-28
23009,P26669835,26669835,3276-12-31
23010,P71581557,71581557,3741-08-10
23011,P90722314,90722314,3368-03-31
23012,P25748142,25748142,1914-12-01
23013,P41748357,41748357,3949-08-21
23014,P21039365,21039365,2502-04-04
23015,P29061557,29061557,3075-01-19
23016,P82138821,82138821,1966-05-28
23017,P99342093,99342093,1162-08-02
23018,P39379782,39379782,3788-07-06
23019,P8383370,8383370,2673-12-29
23020,P96467913,96467913,3334-06-27
23021,P58808729,58808729,3297-10-06
23022,P36297969,36297969,2697-10-19
23023,P45588555,45588555,2081-07-01
23024,P87344216,87344216,3764-11-03
23025,P39435890,39435890,3318-05-11
23026,P62184103,62184103,2681-09-22
23027,P75757272,75757272,3129-02-17
23028,P58786065,58786065,1229-12-29
23029,P84278616,84278616,2076-08-17
23030,P38427461,38427461,2846-07-19
23031,P19372029,19372029,2204-01-03
23032,P25152013,25152013,2584-05-19
23033,P92463278,92463278,3794-06-19
23034,P67938929,67938929,1997-01-23
23035,P20420420,20420420,1207-12-29
23036,P12236281,12236281,2452-01-26
23037,P44906674,44906674,2057-07-06
23038,P73266792,73266792,2910-06-22
23039,P77120234,77120234,3662-02-27
23040,P75480878,75480878,2613-09-01
23041,P2584809,2584809,3966-05-23
23042,P30808599,30808599,1582-08-05
23043,P74789122,74789122,1168-07-03
23044,P24648773,24648773,3982-08-04
23045,P58200324,58200324,2807-04-19
23046,P39792908,39792908,2955-04-22
23047,P74508990,74508990,2851-12-21
23048,P2451865,2451865,1401-06-25
23049,P14683318,14683318,2675-01-21
23050,P71593061,71593061,2889-02-28
23051,P28941603,28941603,2132-10-19
23052,P42762881,42762881,1332-07-30
23053,P60218353,60218353,3394-09-08
23054,P66178574,66178574,2008-05-27
23055,P52612426,52612426,2106-12-26
23056,P43665422,43665422,2130-08-30
23057,P99857649,99857649,2092-11-10
23058,P33120705,33120705,1289-06-22
23059,P38815164,38815164,1742-01-12
23060,P27349977,27349977,3682-09-22
23061,P20032872,20032872,1221-06-19
23062,P49194046,49194046,1780-05-31
23063,P91251999,91251999,2691-12-08
23064,P91356298,91356298,1231-01-11
23065,P60461141,60461141,1237-06-16
23066,P17456207,17456207,3655-04-01
23067,P16735934,16735934,3381-01-21
23068,P29058872,29058872,1328-04-15
23069,P71146523,71146523,1201-05-06
23070,P98197714,98197714,3831-12-18
23071,P41288619,41288619,2503-11-26
23072,P4558200,4558200,3192-06-13
23073,P65238306,65238306,3344-07-01
23074,P74941000,74941000,3417-11-05
23075,P91458871,91458871,1525-05-28
23076,P19304301,19304301,3038-06-22
23077,P49589613,49589613,2342-11-09
23078,P82548125,82548125,1822-03-23
23079,P74005365,74005365,2936-08-08
23080,P16823024,16823024,2071-11-27
23081,P34059983,34059983,1538-03-23
23082,P96685414,96685414,2232-03-05
23083,P48326685,48326685,3017-01-01
23084,P29896292,29896292,2968-06-23
23085,P28214819,28214819,1896-05-01
23086,P28274597,28274597,3892-10-19
23087,P77019621,77019621,1223-10-11
23088,P62892893,62892893,1885-04-02
23089,P36331350,36331350,1697-04-16
23090,P49101422,49101422,2052-03-07
23091,P5481049,5481049,3180-11-23
23092,P85840518,85840518,3154-07-06
23093,P74682848,74682848,2862-04-22
23094,P82394444,82394444,2102-01-06
23095,P82018732,82018732,2549-04-09
23096,P67905519,67905519,3979-09-23
23097,P21014362,21014362,3471-03-07
23098,P61061468,61061468,3638-06-10
23099,P79920926,79920926,2627-04-26
23100,P32267043,32267043,1855-01-25
23101,P10971553,10971553,3869-10-25
23102,P11890336,11890336,2797-06-19
23103,P25282466,25282466,3042-12-11
23104,P2072667,2072667,3050-06-13
23105,P1715778,1715778,1657-03-29
23106,P91419543,91419543,3277-01-26
23107,P61623554,61623554,2198-08-12
23108,P29375970,29375970,2221-11-26
23109,P22261669,22261669,1652-06-28
23110,P32855663,32855663,1890-04-22
23111,P9659644,9659644,2493-04-09
23112,P10248605,10248605,3819-02-15
23113,P25966418,25966418,3063-05-19
23114,P65174324,65174324,1824-12-21
23115,P26118662,26118662,1665-12-09
23116,P12807153,12807153,3330-08-13
23117,P52543040,52543040,2254-04-02
23118,P83101586,83101586,3293-11-03
23119,P74223243,74223243,3110-03-10
23120,P66833189,66833189,1403-06-13
23121,P20166733,20166733,3798-12-27
23122,P32546577,32546577,2474-08-21
23123,P59021075,59021075,1442-07-20
23124,P69729916,69729916,2817-07-24
23125,P61612006,61612006,2109-05-06
23126,P97347575,97347575,3156-11-21
23127,P5423565,5423565,2681-03-19
23128,P19284838,19284838,1886-08-14
23129,P66785416,66785416,2037-10-01
23130,P63283664,63283664,1318-08-27
23131,P88422355,88422355,1080-01-01
23132,P69407608,69407608,1242-02-21
23133,P66739874,66739874,3839-02-07
23134,P52412440,52412440,2029-08-23
23135,P53037768,53037768,2873-03-21
23136,P72027699,72027699,1881-02-24
23137,P33733472,33733472,2053-11-06
23138,P3115159,3115159,3819-07-05
23139,P58005301,58005301,1226-05-15
23140,P50921568,50921568,1018-12-05
23141,P6273117,6273117,3344-10-25
23142,P10133378,10133378,1951-11-27
23143,P21519717,21519717,2481-03-02
23144,P55583161,55583161,1091-11-08
23145,P89804707,89804707,3654-10-11
23146,P7844731,7844731,3809-07-27
23147,P75068043,75068043,1838-09-22
23148,P17625330,17625330,3990-09-17
23149,P1434274,1434274,2923-06-03
23150,P59993532,59993532,3722-01-08
23151,P92941766,92941766,1933-04-02
23152,P42049882,42049882,3928-05-02
23153,P47015024,47015024,3908-08-13
23154,P66622136,66622136,1356-02-25
23155,P93838887,93838887,1376-06-03
23156,P46790762,46790762,3366-10-05
23157,P31629000,31629000,1816-02-23
23158,P71628862,71628862,1876-09-06
23159,P35816888,35816888,3497-04-15
23160,P41251424,41251424,2746-03-04
23161,P13836434,13836434,2276-11-07
23162,P71872411,71872411,1870-09-14
23163,P23827423,23827423,2893-01-08
23164,P21699867,21699867,1021-02-03
23165,P51514321,51514321,3719-09-15
23166,P96578992,96578992,3997-02-10
23167,P78104552,78104552,1008-04-22
23168,P81859889,81859889,1122-05-26
23169,P70349952,70349952,1245-11-28
23170,P2602419,2602419,3923-03-29
23171,P24939291,24939291,2009-11-20
23172,P6188560,6188560,1792-05-23
23173,P85776140,85776140,3294-10-12
23174,P56210803,56210803,2794-07-05
23175,P28631638,28631638,1727-04-29
23176,P93009512,93009512,3025-12-30
23177,P3349807,3349807,1290-05-16
23178,P80859640,80859640,2471-11-24
23179,P78376557,78376557,2971-10-25
23180,P56991738,56991738,3084-02-05
23181,P3157739,3157739,2690-01-09
23182,P74185146,74185146,1544-01-07
23183,P82000002,82000002,3021-03-31
23184,P84484005,84484005,1009-01-15
23185,P56265323,56265323,1294-07-07
23186,P49273634,49273634,3593-07-27
23187,P31917729,31917729,1716-04-03
23188,P87726735,87726735,2852-09-14
23189,P40274959,40274959,2539-01-15
23190,P48016517,48016517,3554-06-07
23191,P42317134,42317134,1522-10-06
23192,P85959097,85959097,2984-08-29
23193,P39300399,39300399,2836-02-11
23194,P97914161,97914161,1131-11-23
23195,P61795997,61795997,3030-05-02
23196,P83584913,83584913,3600-05-29
23197,P35773630,35773630,1406-10-12
23198,P34201802,34201802,1089-12-27
23199,P68314012,68314012,2143-01-12
23200,P82185259,82185259,1809-01-18
23201,P39669422,39669422,2809-03-24
23202,P46920461,46920461,3580-08-05
23203,P38075612,38075612,2468-12-12
23204,P83230975,83230975,1630-07-29
23205,P89185410,89185410,2179-06-27
23206,P25235887,25235887,1151-01-17
23207,P3192219,3192219,3103-12-11
23208,P55222255,55222255,3599-06-06
23209,P15408172,15408172,1910-04-23
23210,P28221836,28221836,3936-10-05
23211,P65059538,65059538,2409-07-19
23212,P22858430,22858430,2365-08-24
23213,P43133280,43133280,2935-06-12
23214,P67105143,67105143,2014-02-06
23215,P79563589,79563589,3120-03-28
23216,P86395879,86395879,2203-08-06
23217,P76393036,76393036,1566-10-08
23218,P80449686,80449686,2953-10-26
23219,P92757623,92757623,2395-05-16
23220,P49001801,49001801,1581-01-07
23221,P55642189,55642189,3023-02-09
23222,P57094348,57094348,2777-10-13
23223,P86434770,86434770,3473-10-24
23224,P73823601,73823601,2337-08-16
23225,P76149176,76149176,1906-08-02
23226,P51061428,51061428,2817-08-10
23227,P35749827,35749827,1349-03-12
23228,P79614017,79614017,1492-11-04
23229,P37946753,37946753,1169-11-05
23230,P6699380,6699380,1030-11-08
23231,P61015452,61015452,3165-05-09
23232,P21045762,21045762,3560-10-22
23233,P4833980,4833980,3350-09-01
23234,P42481287,42481287,2390-12-07
23235,P27469252,27469252,3659-08-31
23236,P28272563,28272563,2365-05-13
23237,P49693569,49693569,2718-10-26
23238,P7468285,7468285,2392-08-02
23239,P50074728,50074728,1893-05-18
23240,P99041366,99041366,2184-06-09
23241,P97268478,97268478,3632-06-06
23242,P34362786,34362786,2803-11-28
23243,P96402747,96402747,1104-04-16
23244,P93914471,93914471,1567-10-21
23245,P48179869,48179869,3985-01-29
23246,P78667394,78667394,3859-02-11
23247,P77950387,77950387,2299-05-21
23248,P44064671,44064671,1108-07-25
23249,P31594738,31594738,2728-11-28
23250,P68952461,68952461,3976-06-13
23251,P71563769,71563769,1048-04-18
23252,P28206501,28206501,3451-06-02
23253,P56520427,56520427,3236-07-30
23254,P95778481,95778481,3733-11-23
23255,P41291908,41291908,1939-06-10
23256,P23167392,23167392,2337-11-18
23257,P1406373,1406373,3787-04-25
23258,P86103196,86103196,2154-02-24
23259,P15761222,15761222,1951-03-13
23260,P12651235,12651235,3456-09-01
23261,P9648144,9648144,3895-03-14
23262,P25975139,25975139,1312-07-19
23263,P60199148,60199148,3856-12-02
23264,P76397259,76397259,2435-02-27
23265,P74586486,74586486,1361-03-26
23266,P10022801,10022801,3244-04-27
23267,P9095517,9095517,1122-11-30
23268,P4026429,4026429,3786-08-24
23269,P19589638,19589638,1414-05-20
23270,P83963060,83963060,3827-06-02
23271,P77275307,77275307,3949-06-14
23272,P50203833,50203833,3181-01-06
23273,P19464913,19464913,2097-05-07
23274,P73491619,73491619,1586-11-07
23275,P10563135,10563135,3038-08-04
23276,P24511251,24511251,1595-07-02
23277,P14423932,14423932,2095-05-29
23278,P90077264,90077264,2100-05-02
23279,P97683757,97683757,3706-05-11
23280,P89586720,89586720,3262-05-06
23281,P5993593,5993593,2453-08-21
23282,P48549404,48549404,2391-08-16
23283,P83156255,83156255,1284-12-28
23284,P48807671,48807671,1354-05-16
23285,P14866328,14866328,2009-07-07
23286,P48274412,48274412,3512-12-29
23287,P86714530,86714530,2369-10-14
23288,P91327194,91327194,2774-07-04
23289,P39192615,39192615,1172-06-28
23290,P44405785,44405785,3517-03-01
23291,P52691934,52691934,3315-12-09
23292,P36431526,36431526,1426-09-21
23293,P4375488,4375488,1545-04-23
23294,P9247749,9247749,1760-08-30
23295,P10489680,10489680,1164-11-01
23296,P55960088,55960088,2253-01-07
23297,P45869229,45869229,3664-12-18
23298,P59977248,59977248,1132-04-27
23299,P98465679,98465679,2546-08-27
23300,P32591382,32591382,3041-03-02
23301,P1343014,1343014,3140-01-07
23302,P76535300,76535300,2461-07-15
23303,P98560722,98560722,1571-02-03
23304,P53144218,53144218,2796-08-31
23305,P1240779,1240779,1110-02-10
23306,P83857823,83857823,3123-03-03
23307,P11958778,11958778,2171-04-15
23308,P30119904,30119904,1082-10-11
23309,P36150379,36150379,1330-12-20
23310,P75374066,75374066,2767-06-12
23311,P99146601,99146601,2261-06-05
23312,P5072488,5072488,2264-09-17
23313,P91777211,91777211,2521-05-22
23314,P10331639,10331639,2060-04-11
23315,P95921561,95921561,3301-07-28
23316,P47045289,47045289,1492-07-04
23317,P77359902,77359902,3665-06-25
23318,P17517237,17517237,3093-09-20
23319,P85713655,85713655,2279-01-28
23320,P3062626,3062626,1823-11-15
23321,P80481022,80481022,1012-05-29
23322,P93045019,93045019,3665-10-20
23323,P4240351,4240351,1403-05-19
23324,P79201123,79201123,2428-06-08
23325,P68351828,68351828,1244-04-27
23326,P24914676,24914676,1619-06-06
23327,P5815346,5815346,3851-12-23
23328,P40941363,40941363,1825-12-28
23329,P89245504,89245504,2547-01-08
23330,P68741744,68741744,3069-07-20
23331,P81053296,81053296,3859-06-19
23332,P87401591,87401591,1426-09-06
23333,P3969805,3969805,3979-05-11
23334,P16478053,16478053,1986-08-25
23335,P74461086,74461086,3761-07-13
23336,P3660969,3660969,3229-07-14
23337,P92806577,92806577,2461-01-16
23338,P45817225,45817225,1251-07-10
23339,P15589963,15589963,2854-11-07
23340,P19998666,19998666,3032-03-25
23341,P93557869,93557869,3034-02-07
23342,P65774375,65774375,2496-02-07
23343,P83432513,83432513,1627-09-28
23344,P45237776,45237776,1140-01-18
23345,P29519448,29519448,2291-02-16
23346,P19735563,19735563,3807-07-15
23347,P64307903,64307903,1577-06-29
23348,P61094909,61094909,3206-06-15
23349,P58515918,58515918,3886-07-09
23350,P67954430,67954430,1914-07-15
23351,P39218761,39218761,2563-10-08
23352,P36483790,36483790,2138-08-14
23353,P98391347,98391347,3031-10-09
23354,P44837860,44837860,1111-05-27
23355,P96202668,96202668,1257-08-10
23356,P43310696,43310696,2949-03-03
23357,P92719432,92719432,3750-04-04
23358,P69253159,69253159,1030-01-10
23359,P56793465,56793465,3745-08-31
23360,P86703500,86703500,2461-12-29
23361,P96460748,96460748,1050-12-21
23362,P41844133,41844133,1313-12-24
23363,P67840317,67840317,1137-08-18
23364,P54468272,54468272,3537-03-23
23365,P93749803,93749803,1338-09-03
23366,P87850390,87850390,1357-12-28
23367,P73942832,73942832,1754-07-12
23368,P3895913,3895913,2097-04-01
23369,P75244131,75244131,3288-11-04
23370,P13000844,13000844,2345-08-31
23371,P65585802,65585802,2051-07-19
23372,P88272319,88272319,3015-01-10
23373,P96988294,96988294,3098-09-19
23374,P22259016,22259016,1118-03-31
23375,P93203573,93203573,2247-11-19
23376,P29136823,29136823,1914-08-26
23377,P58213352,58213352,1649-07-12
23378,P41187804,41187804,2353-10-27
23379,P20328099,20328099,3507-01-31
23380,P97515525,97515525,3574-08-07
23381,P2435763,2435763,3009-10-08
23382,P36854640,36854640,3740-07-07
23383,P63783458,63783458,2215-12-25
23384,P61080888,61080888,3633-11-22
23385,P12690819,12690819,1629-12-12
23386,P67600232,67600232,2299-04-01
23387,P52853993,52853993,1320-07-24
23388,P13524917,13524917,2148-07-20
23389,P56665694,56665694,1526-09-29
23390,P9990432,9990432,3376-01-30
23391,P35591935,35591935,1105-06-19
23392,P28158702,28158702,3175-04-19
23393,P28491077,28491077,3627-05-18
23394,P79631245,79631245,2953-01-05
23395,P56503679,56503679,1270-06-28
23396,P89113866,89113866,3637-10-15
23397,P81142038,81142038,1532-04-02
23398,P31293793,31293793,2820-10-29
23399,P26933629,26933629,1088-11-07
23400,P96070656,96070656,2615-05-18
23401,P15556795,15556795,1601-02-15
23402,P54940687,54940687,2801-06-23
23403,P13829144,13829144,1213-02-27
23404,P25901913,25901913,1493-09-01
23405,P67698865,67698865,3596-10-23
23406,P69646027,69646027,2176-08-31
23407,P48040564,48040564,2076-10-09
23408,P22415654,22415654,3386-04-23
23409,P83348137,83348137,3213-11-28
23410,P28360053,28360053,3439-05-21
23411,P24026970,24026970,3463-06-13
23412,P75642061,75642061,2970-03-16
23413,P84423591,84423591,1916-06-01
23414,P38724825,38724825,3220-11-26
23415,P52697264,52697264,1380-06-09
23416,P59127354,59127354,1007-10-21
23417,P66665522,66665522,2203-03-15
23418,P11373342,11373342,2012-12-18
23419,P12150097,12150097,2280-04-26
23420,P17437850,17437850,2749-01-29
23421,P67875136,67875136,1660-08-29
23422,P96161115,96161115,2487-09-29
23423,P40845617,40845617,2983-08-17
23424,P22167283,22167283,3612-09-11
23425,P66394629,66394629,3783-02-11
23426,P10591876,10591876,1495-01-07
23427,P2248055,2248055,3228-12-19
23428,P1064295,1064295,1293-11-27
23429,P50833076,50833076,1204-06-17
23430,P8482745,8482745,2260-05-07
23431,P36077228,36077228,1646-01-15
23432,P71340896,71340896,3156-08-02
23433,P63716482,63716482,3066-05-06
23434,P97165753,97165753,1908-08-21
23435,P7925663,7925663,3974-10-19
23436,P73291099,73291099,2397-06-27
23437,P86821373,86821373,1037-06-27
23438,P53754959,53754959,3797-12-22
23439,P74852718,74852718,3175-04-06
23440,P99035120,99035120,1888-10-30
23441,P62586506,62586506,1266-08-14
23442,P91010867,91010867,3865-02-13
23443,P12514044,12514044,1869-01-26
23444,P87544673,87544673,2518-07-01
23445,P62514797,62514797,3583-12-02
23446,P83167840,83167840,3476-10-18
23447,P37532822,37532822,3032-08-28
23448,P5970999,5970999,3309-02-20
23449,P49709149,49709149,2859-02-09
23450,P2736670,2736670,2158-12-06
23451,P61537959,61537959,3241-04-17
23452,P26285082,26285082,3400-06-25
23453,P24452089,24452089,2239-01-11
23454,P74572954,74572954,3055-12-05
23455,P77254633,77254633,2880-10-24
23456,P21440119,21440119,2190-03-28
23457,P44332608,44332608,3294-02-07
23458,P33761539,33761539,1938-03-20
23459,P96148049,96148049,1113-10-10
23460,P84395386,84395386,2969-03-22
23461,P57752753,57752753,2746-03-13
23462,P10088621,10088621,3786-11-13
23463,P99338606,99338606,2304-02-18
23464,P67125138,67125138,1186-04-26
23465,P13096559,13096559,1737-02-04
23466,P7710104,7710104,1752-06-14
23467,P74559137,74559137,2765-10-01
23468,P85304009,85304009,2559-06-29
23469,P73793399,73793399,1332-05-26
23470,P68716227,68716227,2992-02-14
23471,P84770157,84770157,1223-12-04
23472,P23133474,23133474,2400-10-29
23473,P90697648,90697648,3737-01-15
23474,P22360765,22360765,3443-08-23
23475,P95866663,95866663,2226-11-07
23476,P62817928,62817928,3536-05-26
23477,P52501267,52501267,3834-01-15
23478,P12940269,12940269,3505-10-27
23479,P61429778,61429778,1183-06-17
23480,P79940383,79940383,2615-04-04
23481,P73195917,73195917,3105-04-09
23482,P422145,422145,2423-12-18
23483,P81883355,81883355,3414-01-08
23484,P83182311,83182311,1172-10-02
23485,P49843932,49843932,1664-09-25
23486,P43863244,43863244,2629-09-27
23487,P21295692,21295692,1297-02-19
23488,P98961662,98961662,3088-02-08
23489,P46398077,46398077,1272-12-07
23490,P38472094,38472094,1496-06-23
23491,P53723849,53723849,1286-09-05
23492,P77702189,77702189,3868-02-12
23493,P77395365,77395365,2642-02-01
23494,P26504779,26504779,3895-06-22
23495,P2241863,2241863,2227-11-29
23496,P81369697,81369697,2481-04-10
23497,P30986525,30986525,2156-01-26
23498,P65573194,65573194,3302-11-30
23499,P31622105,31622105,1909-06-12
23500,P41105726,41105726,3721-05-13
23501,P74065978,74065978,3478-09-21
23502,P41294829,41294829,3877-12-22
23503,P40608279,40608279,3927-07-31
23504,P28082424,28082424,3941-12-16
23505,P72641706,72641706,2275-01-10
23506,P25866413,25866413,1303-07-15
23507,P19522751,19522751,2786-10-23
23508,P99663751,99663751,3311-02-20
23509,P55577468,55577468,3163-05-29
23510,P49489521,49489521,1172-07-15
23511,P47861250,47861250,1464-01-13
23512,P36525931,36525931,3105-02-04
23513,P79023533,79023533,1788-08-07
23514,P39580247,39580247,1941-05-17
23515,P51457227,51457227,3535-01-27
23516,P63000861,63000861,1390-08-07
23517,P29421773,29421773,3282-05-16
23518,P60058253,60058253,1482-08-09
23519,P24584528,24584528,1206-05-22
23520,P80098089,80098089,1125-11-22
23521,P15309007,15309007,1257-05-10
23522,P60513838,60513838,3227-12-16
23523,P33597071,33597071,1084-01-06
23524,P51032010,51032010,2712-09-11
23525,P49383879,49383879,1943-09-09
23526,P24054031,24054031,2765-06-30
23527,P87623884,87623884,1685-09-20
23528,P56535643,56535643,1793-08-04
23529,P7894357,7894357,2939-03-13
23530,P68492093,68492093,2508-08-26
23531,P75302569,75302569,3965-06-07
23532,P88157601,88157601,2774-07-14
23533,P50448907,50448907,2768-07-24
23534,P38079494,38079494,1704-06-19
23535,P20585025,20585025,1309-03-07
23536,P63825984,63825984,3708-09-05
23537,P21136392,21136392,2107-01-19
23538,P80083001,80083001,1088-02-21
23539,P22104560,22104560,3757-09-24
23540,P48685932,48685932,3042-02-18
23541,P69999295,69999295,1313-09-26
23542,P16825065,16825065,3850-08-10
23543,P61754356,61754356,2944-08-13
23544,P91841459,91841459,3585-02-18
23545,P49228755,49228755,2574-07-03
23546,P44256409,44256409,3877-05-27
23547,P44945277,44945277,1653-10-30
23548,P45742917,45742917,1198-02-05
23549,P33447036,33447036,2879-07-10
23550,P90262633,90262633,3147-01-11
23551,P57964630,57964630,2091-07-09
23552,P80379650,80379650,3098-08-29
23553,P81390320,81390320,1615-10-21
23554,P39124788,39124788,3135-06-07
23555,P21922702,21922702,1235-03-12
23556,P1218254,1218254,3393-08-13
23557,P27139650,27139650,1413-01-06
23558,P74401832,74401832,3196-10-02
23559,P10444953,10444953,3672-02-05
23560,P64504196,64504196,3943-01-20
23561,P93729214,93729214,2722-11-17
23562,P67495358,67495358,3208-02-27
23563,P55074908,55074908,1452-02-02
23564,P55420045,55420045,3424-04-28
23565,P64999506,64999506,2499-12-29
23566,P10794655,10794655,3188-09-21
23567,P96913254,96913254,1675-08-11
23568,P66481988,66481988,3307-03-18
23569,P7351968,7351968,1584-02-15
23570,P56010569,56010569,2567-03-26
23571,P45907579,45907579,2922-05-12
23572,P78764630,78764630,3317-01-04
23573,P54666283,54666283,2572-07-15
23574,P12408676,12408676,2042-10-29
23575,P9166649,9166649,1836-12-07
23576,P13253129,13253129,3272-08-22
23577,P80439133,80439133,3407-11-23
23578,P1168391,1168391,2485-04-25
23579,P65416209,65416209,2897-01-23
23580,P80158118,80158118,2341-01-05
23581,P64875723,64875723,2254-01-14
23582,P4681663,4681663,1424-07-14
23583,P91414190,91414190,1069-07-19
23584,P53706725,53706725,3341-08-06
23585,P95560597,95560597,1029-09-14
23586,P21205285,21205285,1993-07-02
23587,P46814365,46814365,3472-08-24
23588,P48925246,48925246,1359-11-22
23589,P23896528,23896528,3890-04-15
23590,P86849668,86849668,2502-10-07
23591,P15560099,15560099,2653-11-03
23592,P890640,890640,2909-12-11
23593,P45610553,45610553,1086-12-24
23594,P11298729,11298729,2615-06-11
23595,P11378216,11378216,1107-07-17
23596,P86322477,86322477,3243-06-16
23597,P29602886,29602886,1774-03-03
